-4.902415275573730469e-01 -1.963947534561157227e+00 -9.571067988872528076e-02 -6.723528355360031128e-02 7.263134419918060303e-02 8.426573872566223145e-02
-2.148835957050323486e-01 7.888902425765991211e-01 9.136081337928771973e-01 -1.101545691490173340e+00 -9.163717031478881836e-01 1.134965777397155762e+00
-6.948071122169494629e-01 -1.151711106300354004e+00 9.494383931159973145e-01 -1.206605911254882812e+00 1.115615069866180420e-01 -3.959910273551940918e-01
1.241986826062202454e-01 -6.469438672065734863e-01 -1.497346460819244385e-01 -3.799635767936706543e-01 -4.409207105636596680e-01 1.033279299736022949e+00
-2.409938275814056396e-01 -3.465778231620788574e-01 2.385179996490478516e+00 1.383332729339599609e+00 -1.932156831026077271e-01 -1.732382535934448242e+00
2.240871936082839966e-01 -1.023240447044372559e+00 8.940643072128295898e-01 3.674204051494598389e-01 9.105825424194335938e-02 -2.600593268871307373e-01
1.770394444465637207e-01 1.080787539482116699e+00 -1.873739957809448242e-01 -1.765846312046051025e-01 -9.901788234710693359e-01 1.237902879714965820e+00
1.668076872825622559e+00 7.929456233978271484e-01 -3.082324266433715820e-01 -8.763817548751831055e-01 -3.373991847038269043e-01 8.088340759277343750e-01
-9.373894333839416504e-01 3.435693085193634033e-01 -1.328957557678222656e+00 9.860979914665222168e-01 -2.268284797668457031e+00 -2.214294970035552979e-01
1.871529519557952881e-01 -1.380183935165405273e+00 5.049859881401062012e-01 -5.553779602050781250e-01 2.376857399940490723e-02 -3.674304783344268799e-01
1.009365558624267578e+00 -1.376653194427490234e+00 -8.291875720024108887e-01 7.610415220260620117e-01 -2.545845210552215576e-01 -2.802209556102752686e-01
-1.532672196626663208e-01 -1.543744683265686035e+00 6.656522154808044434e-01 5.466151237487792969e-01 1.372838258743286133e+00 7.015606164932250977e-01
1.130006670951843262e+00 1.097558885812759399e-01 -1.042024374008178711e+00 -1.457141995429992676e+00 -2.969633340835571289e-01 5.217689871788024902e-01
2.126376330852508545e-01 -1.740908622741699219e-01 1.071985006332397461e+00 1.940591812133789062e+00 1.005055904388427734e+00 -1.777104616165161133e+00
-1.034543216228485107e-01 -1.197286248207092285e+00 -1.545059800148010254e+00 1.498927474021911621e+00 -1.397042751312255859e+00 -2.285727500915527344e+00
-1.378616452217102051e+00 -1.162616491317749023e+00 -3.030610084533691406e-01 -5.270957946777343750e-03 -3.494954109191894531e-01 -7.960542440414428711e-01
6.032828092575073242e-01 5.537457466125488281e-01 3.284422755241394043e-01 1.807820320129394531e+00 -1.425223797559738159e-02 1.193002581596374512e+00
-3.574564754962921143e-01 -2.182111740112304688e-01 -1.410555481910705566e+00 2.652970552444458008e-01 1.096521139144897461e+00 -6.614199280738830566e-01
-7.885140180587768555e-01 -9.965555071830749512e-01 -4.294335842132568359e-01 1.297854304313659668e+00 -9.003537297248840332e-01 5.883192270994186401e-02
2.029251456260681152e-01 -1.173366904258728027e-01 1.358084082603454590e-01 1.066726446151733398e-01 -8.312770128250122070e-01 -3.860134780406951904e-01
2.572620630264282227e+00 -6.995589137077331543e-01 -1.502982676029205322e-01 5.240429639816284180e-01 -1.343531012535095215e-01 -2.669534087181091309e-01
3.020561635494232178e-01 1.808932185173034668e+00 7.006150484085083008e-01 8.625879287719726562e-01 -1.012541413307189941e+00 -1.254374265670776367e+00
